,review,rating
8858,strange car booting entity sketchy people strange booting practice film car high visible boot car straight mcdonald wine grab mcdonald hungry however way liquor store old man grab car min disgusting practice first world country,1 star
8859,delivery weird direction food great,5 stars
8860,racist appalling unacceptable behavior security employee today friend racist attack white security friend hispanic restaurant white customer shocking behavior need restaurant lawsuit,1 star
8861,loud crowded table uneven whobbley horrible place date weekend evening server ready order couple minute,1 star
8862,minute thru line cash time quick positive experience live street location time joke,1 star
8863,food use bathroom breakfast min middle egg mcmuffin property patron,1 star
8864,terrible time home fry meal burger onion allergic onion call complain new burger right bad enemy,1 star
8865,hour wring bit good mcdonald,2 stars
8866,restriction high rough place quality food,3 stars
8867,minute wait time joke management care homeless dude car gridlock,1 star
8868,mcdonald mcdonald chemical outstanding way,3 stars
8869,bad customer service business trip order machine guy bad cold cold heart,1 star
8870,security officer uncomfortable starred starred mom sweet tea,2 stars
8871,sound mocha frapee touch screen station easy use satisfied particular location quality,4 stars
8872,new management time manager employee order manager rude swear word point store well manager one profit mcdondald block,1 star
8873,good fast service fresh friesgood job guy,5 stars
8874,bad communication place customer service important,1 star
8875,great customer service lunch hour downtown worker cordial efficient job,4 stars
8876,,5 stars
8877,good mcdonald cooky late star cooky good cooky,5 stars
8878,average food fry container large medium good bathroom horrible dump corner,1 star
8879,stupid slow location lot time time good manager,1 star
8880,sausage egg cheese mcgriddle breakfast sandwich yummy,4 stars
8881,food cold tasteless burger warm enough thin layer cheese,2 stars
8882,cashier much mobile order system lot time customer new selfordering display,2 stars
8883,heinous cancer boot car minute guy street people camera receipt boot car footage receipt mistake atrocious piece garbage company experience last straw sub fast food restaurant mcdonald plenty sub restaurant customer car,1 star
8884,straws bag staff,1 star
8885,time bad review piece nugget phone fault bag order terrible place,1 star
8886,restroom men room clean soap tp rest restaurant clean staff good,5 stars
8887,mcdonald order right fast food bad good,5 stars
8888,good chocolate chip frappe order people order mic drive uncaring friendly,4 stars
8889,problem night hour 12a system failure stock depletion employee happy cordial job,1 star
8890,crazy fast efficient food fresh location,5 stars
8891,special order food allergy,1 star
8892,manager rude order time different everytime wrong blame line order machine,1 star
8893,horrible service horrible food matter day bad mcdonald food right machine doubt clean thing fast food job lazy,1 star
8894,west side hole life phone update store,5 stars
8895,food edible order right time order right wrongi food order wrong,4 stars
8896,wife soda midnight mcdonald soda cheap person accent lateness hour,4 stars
8897,clean meat appearance new order kiosk miss many people work ditch face face service year mcdonald,3 stars
8898,sad job bad,1 star
8899,horrific mcdonald craving location bad food location simple double cheeseburger spicy chicken,1 star
8900,order french fry salt limp french fry spicy chicken patty least hour hour half hot temperature wise mcdonald food customer,1 star
8901,place food good employee friendly busy,3 stars
8902,rate star innout price food good grateful mcdonald,4 stars
8903,mcdonald order right blood pressure rise kid meal kid mcdonald shot show spicy chicken son piece nugget kid meal piece nugget extra nugget nugget meal mcdonald service lack knowledge common sense piece able sad,1 star
8904,food expensive mcdonald menu item mcdouble example piece nugget,1 star
8905,inside order keyosk way baby station men rest room drink place rude,1 star
8906,mcdonald,2 stars
8907,customer walk person,3 stars
8908,decent mcdonald clean new tend transient population,3 stars
8909,call store simple question management,1 star
8910,last drive thru store face place disgrace,1 star
8911,good location open drive cheese burger meal fish sand meal good,4 stars
8912,particular mcdonald hobo sandwich sausage mcmuffin punk enough steal buddys order hungry friend,4 stars
8913,great find discount free item value fair overall food fresh,3 stars
8914,sure burger heat chute mcdouble pickle pickle top pickle imprint minute remove disappointed,1 star
8915,great place food long line good catch order,5 stars
